,audio_data,genre
10,"[-1.73810455e+02  1.37173553e+02 -2.37230301e+01  2.69796772e+01
 -1.66752110e+01  4.19473076e+00 -1.25717878e+01  5.85166883e+00
 -2.87695074e+00 -1.17838085e+00 -1.96824038e+00  1.80117965e+00
 -3.00695038e+00 -1.86694920e+00 -7.91243374e-01 -3.00623584e+00
 -4.30729538e-01 -1.99651444e+00 -7.50104070e-01 -5.00696564e+00
 -1.81809223e+00  8.10145915e-01  2.50524807e+00 -1.64287496e+00
 -3.33677840e+00 -1.40875742e-01  4.48928261e+00  8.85652637e+00
  9.32139492e+00  1.29498065e+00 -1.81385946e+00 -6.47914267e+00
 -3.87152815e+00  1.79927862e+00 -3.19624829e+00 -5.85344362e+00
 -6.72144938e+00 -1.43368304e+00  3.27942300e+00  1.23981118e+00
  6.29588258e-02  1.42788112e-01  1.41002342e+03  1.61499023e+02]",blues
11,"[-2.87931885e+02  1.24010780e+02  5.46744776e+00  3.36630707e+01
  1.09165394e+00  1.47036991e+01 -4.88114166e+00  8.66889191e+00
  7.84331560e-01  6.57607985e+00 -4.87581539e+00 -3.17676115e+00
 -5.53825808e+00 -6.77914810e+00 -2.64651322e+00 -2.99032044e+00
 -3.38299441e+00 -1.85898376e+00  1.83918595e+00 -4.89135551e+00
 -5.53667641e+00 -3.61123943e+00 -2.06132054e+00 -6.50980806e+00
 -6.87123585e+00 -2.78189492e+00  1.64050186e+00 -1.88669634e+00
 -4.67681074e+00 -3.33253098e+00 -2.25327301e+00 -1.91830993e+00
 -1.86693180e+00 -1.35112751e+00 -2.92528892e+00 -2.68967438e+00
 -1.29857004e+00 -1.40347421e+00 -1.28374624e+00  8.15674603e-01
  4.39305848e-02  6.57057390e-02  1.35274271e+03  1.61499023e+02]",blues
12,"[-2.07238297e+02  1.32827408e+02 -1.54540796e+01  6.09809723e+01
  7.19026148e-01  1.24613285e+01  1.16338491e+00 -1.53291976e+00
 -1.78958492e+01  8.36036301e+00 -2.45965099e+00 -5.84639192e-01
  3.72264564e-01  2.59841275e+00 -5.18642807e+00 -9.53030872e+00
 -9.23747349e+00 -2.84710383e+00 -1.41938353e+00 -5.93335342e+00
  7.76724291e+00  4.08764744e+00  4.05792999e+00  3.64905334e+00
  6.00376940e+00  4.23711061e-01  2.04957056e+00  1.43386209e+00
  6.50281715e+00  9.65015793e+00  6.68024778e+00  1.85716331e-01
 -2.35847521e+00 -1.06974411e+00 -2.61527181e-01  4.12619972e+00
  7.88790941e-01  5.35641134e-01  9.41198528e-01  3.30030251e+00
  6.90950068e-02  1.18989594e-01  1.36068560e+03  9.22851562e+01]",blues
13,"[-2.09803925e+02  1.24464760e+02  1.03093929e+01  4.70163574e+01
  6.47822618e+00  1.54151201e+01 -2.01594162e+00  6.72621870e+00
 -2.15432224e+01  1.07208347e+01 -5.53284645e+00 -2.19572759e+00
 -3.04918575e+00  8.64351177e+00 -3.07013124e-01 -6.32917762e-01
 -2.93355870e+00 -1.70629883e+00 -1.76731491e+00 -7.75513887e+00
  3.41956425e+00  3.57941413e+00  2.81316996e+00 -6.34043097e-01
  3.56386328e+00 -5.52426910e+00  7.50867069e-01  5.15996981e+00
  8.53074551e+00  5.95626354e+00  7.44354057e+00  1.64960301e+00
 -5.43852687e-01  2.17040348e+00  3.75355434e+00  2.56721568e+00
  3.87048274e-01 -9.66572911e-02 -1.53574836e+00  1.31357527e+00
  5.14017033e-02  1.13129914e-01  1.32452783e+03  1.07666016e+02]",blues
14,"[-3.05664368e+02  1.13071022e+02  1.21073341e+01  4.50521965e+01
  1.77343864e+01  1.45900707e+01  4.14799595e+00  2.26311371e-01
 -7.02158785e+00  1.36464767e+01  8.91421032e+00  1.30379879e+00
  5.95497847e+00  8.54747200e+00  1.11962235e+00  5.98241270e-01
  6.08425625e-02 -3.71375084e+00 -9.93534327e-01 -1.80438316e+00
  4.96069860e+00  4.33503103e+00  3.41700959e+00  1.27419376e+00
  2.87542105e+00  2.22845697e+00  3.46933532e+00  6.02618361e+00
  7.77022934e+00  9.80287170e+00  8.95339012e+00  3.79334402e+00
 -1.93600893e+00 -6.88571751e-01  1.95622468e+00  2.85159612e+00
 -5.23786210e-02 -7.94024050e-01 -2.33226395e+00  1.62256444e+00
  4.50366759e-02  6.69982359e-02  1.17196743e+03  1.51999081e+02]",blues
15,"[-2.38519623e+02  1.20102188e+02 -4.22194767e+00  4.22945938e+01
  5.92382193e+00  1.39113979e+01  5.35052395e+00  1.89526725e+00
 -1.69280891e+01  1.23431454e+01  3.93889952e+00 -1.39668310e+00
  1.30277490e-02  3.58525705e+00 -4.50063896e+00 -5.53984547e+00
 -6.88450956e+00 -4.82455397e+00  1.74399745e+00 -1.87831056e+00
  6.88863850e+00  5.30571938e+00  5.53790617e+00  5.44027567e-01
  1.84698236e+00 -8.21408108e-02  4.23551607e+00  4.34614658e+00
  5.97262621e+00  6.77890730e+00  4.51794815e+00  1.38419902e+00
 -5.27748764e-02 -6.14856780e-01 -2.34165621e+00  1.89958799e+00
 -5.72995007e-01 -1.72112799e+00 -1.41947472e+00  2.15960741e+00
  6.37012550e-02  8.06057975e-02  1.42043857e+03  9.93840144e+01]",blues
16,"[-2.33772812e+02  1.20664337e+02 -3.16409230e+00  3.95148277e+01
  3.83152437e+00  1.88281555e+01 -3.67873812e+00  4.42546844e+00
 -1.49649286e+01  1.75714779e+01  1.84612489e+00  2.55008864e+00
 -1.23023915e+00  8.43705559e+00 -2.00247705e-01 -3.89082932e+00
 -4.45613527e+00  1.10007375e-02  1.29480398e+00 -2.09846187e+00
  6.78926325e+00  5.85305333e-01  1.63814771e+00 -7.31488824e-01
  3.07260466e+00 -1.99393630e+00  3.63897467e+00  3.61333704e+00
  3.62530017e+00  6.71037912e-01  5.38671637e+00  8.28311634e+00
  8.56606770e+00  5.54895115e+00  6.47008598e-01 -2.01249290e+00
 -7.88442671e-01  3.99960279e+00  4.99694884e-01 -8.92945766e-01
  6.13440612e-02  8.14225748e-02  1.45507263e+03  1.03359375e+02]",blues
17,"[-2.45687241e+02  1.40481247e+02 -2.79121876e+00  6.04045143e+01
  1.89035130e+01  9.82839394e+00  3.56382394e+00  5.22862554e-01
 -1.63784885e+01  6.62935352e+00  7.25842428e+00 -4.02123499e+00
  1.60112500e+00  5.89657450e+00 -3.01721454e+00 -4.77569246e+00
 -3.03628850e+00 -1.99791467e+00 -4.95717563e-02 -3.96182942e+00
 -3.90360624e-01  1.97878730e+00  4.67545301e-01 -1.81942415e+00
  2.79582214e+00  6.35008574e-01  1.41490674e+00  4.82503653e+00
  3.62500644e+00  2.67499900e+00  4.79742861e+00  6.65252209e+00
  7.74288750e+00  6.78378534e+00  3.39158595e-01 -1.79952788e+00
  1.31292433e-01  2.41191196e+00  2.55633426e+00  1.06681950e-01
  4.83262489e-02  9.32762325e-02  1.08900534e+03  1.61499023e+02]",blues
18,"[-2.52481781e+02  1.04945160e+02  1.52964449e+01  4.26878395e+01
  6.77045202e+00  2.16117649e+01 -1.31117833e+00  5.68174505e+00
 -1.66368732e+01  1.21693497e+01 -1.96195328e+00  1.96026528e+00
 -8.98227751e-01  7.76236057e+00  2.37586164e+00  1.77911448e+00
  1.33054030e+00  3.61505151e+00  4.90660000e+00 -2.66105127e+00
  4.10804844e+00  2.21077681e+00  2.54874420e+00 -1.61799490e+00
  2.88806868e+00 -3.06247640e+00  2.41443187e-01  5.59919715e-01
  4.81417227e+00  3.66289568e+00  3.53938508e+00  7.39199400e-01
  1.60829723e+00  3.34676194e+00  2.38094759e+00  3.21343708e+00
  5.89568466e-02 -1.42722249e+00 -5.64077199e-01  2.46397376e+00
  5.61417700e-02  7.96706602e-02  1.53749139e+03  8.33543347e+01]",blues
19,"[-2.36679474e+02  1.38405594e+02 -4.93047953e+00  4.76544991e+01
  5.15785027e+00  8.88780594e+00  4.87405568e-01 -3.78834200e+00
 -1.49848671e+01  1.04289455e+01 -3.41384321e-01  7.83358812e-01
  1.78098392e+00  4.22955942e+00 -4.74769294e-01 -6.10454321e+00
 -5.39464283e+00 -1.34499884e+00 -3.72546291e+00 -4.37371016e+00
  4.54245949e+00  7.43198171e-02  5.44229317e+00  3.70884848e+00
  1.96255076e+00  3.38651121e-01  4.96368980e+00  2.37951064e+00
  4.35458839e-01  1.81665158e+00  5.91430712e+00  1.08416576e+01
  8.70164394e+00  5.55485153e+00  2.36814404e+00 -4.21956182e-01
 -2.15114021e+00  1.49687529e+00 -9.56726789e-01 -1.88559151e+00
  5.88860390e-02  9.76159126e-02  1.19549813e+03  1.23046875e+02]",blues
20,"[-2.30363785e+02  1.27077728e+02  7.11469650e+00  3.97670555e+01
  1.92172170e+00  1.74106064e+01 -5.62691784e+00  8.24066448e+00
 -1.81160412e+01  1.38447247e+01 -3.75711131e+00  2.57984900e+00
 -4.31671429e+00  6.79799509e+00 -6.16701412e+00 -6.20063353e+00
 -4.50189638e+00 -1.82559538e+00 -5.15910029e-01  1.50718427e+00
  8.99446964e+00  4.41414690e+00  6.20537663e+00 -1.63266993e+00
 -3.93144429e-01 -3.00376773e+00  1.58762896e+00  1.68162152e-01
  4.99296999e+00  5.63480079e-01  1.47010958e+00  3.09150863e+00
  6.68523741e+00  6.48621845e+00  4.51936007e+00 -7.84029305e-01
 -2.26527309e+00 -4.19211268e-01 -2.61205649e+00 -8.50243211e-01
  5.25863423e-02  7.54255503e-02  1.39038281e+03  1.35999178e+02]",blues
21,"[-2.64671265e+02  1.38854340e+02  1.11673298e+01  4.85239296e+01
  1.49043121e+01  2.05864372e+01  3.20617628e+00  1.26357937e+00
 -1.58393736e+01  1.59751120e+01  3.35821795e+00 -1.50664091e+00
  1.89692092e+00  6.31349945e+00 -9.95983839e-01 -2.41478372e+00
 -3.67915726e+00  4.99271691e-01  5.04405975e+00 -7.86316812e-01
  5.01218271e+00 -1.44069597e-01 -1.56299174e+00 -1.03780210e+00
  3.05046415e+00 -1.98224044e+00  2.42946005e+00  2.31891990e+00
  9.84578282e-02  2.05782786e-01  1.68582535e+00  1.73634887e+00
  1.00812614e+00  6.23050749e-01  1.91718328e+00  2.68590307e+00
 -4.60829556e-01  3.32476473e+00  3.39317489e+00  1.12727654e+00
  4.79074524e-02  1.01084299e-01  1.04677513e+03  9.93840144e+01]",blues
22,"[-2.33963120e+02  1.36144531e+02  3.30663610e+00  4.89306259e+01
  8.70518398e+00  1.39895105e+01  5.36271572e+00  4.10189211e-01
 -1.34835567e+01  1.68603687e+01  5.13475180e+00 -2.23072720e+00
  3.95382142e+00  5.31321239e+00  8.07942986e-01 -1.10038984e+00
 -4.53963137e+00 -2.42594934e+00  3.32443595e+00 -6.05845511e-01
  7.07065535e+00  3.05392504e+00  5.76666176e-01  6.00679100e-01
  2.78481221e+00 -1.44267297e+00  2.04866433e+00  5.60696268e+00
  2.93324876e+00  2.10399675e+00  2.52729344e+00 -4.56010312e-01
 -2.23243666e+00  1.15363978e-01 -4.64783907e-01 -1.51489004e-01
 -3.05902481e-01  5.04107141e+00  5.31235027e+00  1.64757216e+00
  5.85699590e-02  1.13379315e-01  1.15586926e+03  9.93840144e+01]",blues
23,"[-2.27255798e+02  1.37765182e+02 -1.45023184e+01  6.35753593e+01
  5.60174847e+00  1.19887676e+01  1.88914883e+00 -1.87093556e+00
 -7.61803484e+00 -2.45164251e+00 -2.89802170e+00 -9.43382454e+00
 -1.09392080e+01  3.56364655e+00  4.15273809e+00  9.47121158e-02
 -2.98022747e+00 -1.38664484e+00  7.53489351e+00 -3.04378486e+00
 -5.87041187e+00 -3.25865722e+00  8.35792661e-01  3.72916436e+00
  3.71173620e+00  1.76483178e+00 -1.91981465e-01 -4.30201149e+00
  2.87507772e-01  1.46199989e+00  3.91848922e+00  7.19707394e+00
  4.64534283e+00 -2.10015222e-01 -7.19777822e+00 -7.11019230e+00
 -2.15151548e+00  7.29246676e-01 -2.29755807e+00 -3.86598277e+00
  5.24670099e-02  1.01935104e-01  1.21014139e+03  9.57031250e+01]",blues
24,"[-2.74376831e+02  1.30407379e+02 -6.35746813e+00  7.03882217e+01
  1.32696638e+01  9.47218037e+00  7.73308945e+00 -1.23654890e+00
 -5.70987880e-01 -2.29716277e+00  3.77941537e+00  8.54822621e-02
 -9.36857104e-01  2.29684186e+00  4.28963423e+00 -1.66178966e+00
 -1.04390507e+01 -6.79342556e+00 -1.06356251e+00 -1.58908165e+00
 -1.18182909e+00 -1.27381885e+00  2.48395920e+00  3.05419326e+00
  1.35471165e+00  1.89561737e+00 -6.03828907e-01 -1.58929181e+00
  5.50029993e+00  8.93740749e+00  7.52628803e+00  5.84859943e+00
  2.16061687e+00 -3.35284090e+00 -7.32534170e+00 -4.63322401e+00
 -1.12112927e+00 -9.45262015e-01 -4.85959148e+00 -5.74432468e+00
  4.72760477e-02  8.69226679e-02  1.12016657e+03  1.03359375e+02]",blues
25,"[-2.49315323e+02  1.31000320e+02  6.77869916e-01  6.67041550e+01
  1.79112720e+01  4.62327719e+00  6.60380888e+00  1.24211574e+00
  1.40994084e+00 -1.58492708e+00 -9.72538829e-01 -3.57261562e+00
 -2.92979932e+00  4.59616137e+00  7.48073101e+00 -1.93064436e-01
 -2.82591558e+00 -2.68295527e+00  7.41138458e-01 -5.29236674e-01
 -3.01462507e+00  9.68677282e-01  1.43843687e+00  1.60785317e+00
  2.95023155e+00  1.34398580e+00 -2.55269617e-01  1.25039935e-01
  4.17966700e+00  6.52748251e+00  2.55504084e+00 -1.49007654e+00
 -1.58367503e+00 -4.08086586e+00 -5.66920042e+00 -2.29228759e+00
 -6.87948227e-01 -1.51628530e+00 -4.78508425e+00 -1.81669474e+00
  5.16973910e-02  8.91659036e-02  1.10932076e+03  9.22851562e+01]",blues
26,"[-2.84640564e+02  1.08801308e+02  9.08532429e+00  5.11980553e+01
  1.80718937e+01  7.60215330e+00  8.75571632e+00  2.35409069e+00
  3.36670480e-03  2.24849629e+00  4.19912434e+00 -3.28306293e+00
  1.61768222e+00  2.67947197e+00  3.34379458e+00  3.27937770e+00
 -4.53318357e+00  4.88068253e-01  5.92149639e+00  3.22157049e+00
  1.87527871e+00  1.36352837e+00  2.43848944e+00  6.67024314e-01
 -1.78993821e+00 -1.41843283e+00 -1.34130287e+00 -1.87548625e+00
 -2.52043915e+00 -2.26578355e+00 -1.21035123e+00  4.65584576e-01
  1.68499663e-01 -3.29456687e+00 -4.22975111e+00 -2.24004054e+00
  1.08109033e+00  1.72498941e-01 -4.90593863e+00 -2.50263739e+00
  5.19726865e-02  7.70538300e-02  1.19885702e+03  8.33543347e+01]",blues
27,"[-2.28209808e+02  1.30323166e+02 -2.33114243e+01  7.02009506e+01
  1.13105452e+00  7.58442688e+00  9.00510728e-01  1.98281538e+00
 -6.16441536e+00 -9.38274765e+00 -2.56378007e+00 -4.52575254e+00
 -2.60464489e-01  1.75521538e-01 -1.52291191e+00  1.46640718e+00
 -6.97913504e+00 -8.32839394e+00  4.23680592e+00  9.88639176e-01
  2.62975359e+00  1.56448793e+00  1.19818978e-01 -2.68923855e+00
 -2.35072255e+00 -3.01277280e-01 -1.46632564e+00 -2.58437395e-01
 -1.47345185e-01 -3.94024396e+00 -3.10544014e+00 -4.26429319e+00
 -6.72083092e+00 -5.17205334e+00 -7.48942184e+00 -6.56088543e+00
 -5.50541735e+00 -4.55308676e+00 -3.55630255e+00  2.67428827e+00
  7.24144129e-02  9.57547873e-02  1.39202636e+03  9.57031250e+01]",blues
28,"[-2.48988815e+02  1.39057739e+02 -1.62708702e+01  5.71371460e+01
  2.01885071e+01  1.01869564e+01  4.54291058e+00  3.31071854e-01
 -7.87457848e+00 -3.45457125e+00 -2.65743613e+00 -2.83295751e+00
 -9.04658437e-01 -2.40932512e+00  2.56993628e+00 -5.85205698e+00
 -1.24048328e+01 -7.31338072e+00 -9.37871754e-01 -2.68672538e+00
 -3.00366640e+00 -2.42162943e+00 -8.22204828e-01  1.19105792e+00
  7.34484136e-01 -5.75351655e-01 -3.17933488e+00 -2.40511560e+00
  2.09954476e+00  4.76561832e+00  7.23037815e+00  5.94406033e+00
  5.43770492e-01 -4.50211763e+00 -6.73206711e+00 -3.29935908e+00
 -2.11878985e-01 -7.81926692e-01 -4.74355698e+00 -4.41928196e+00
  4.80199874e-02  9.95479152e-02  1.11558948e+03  1.03359375e+02]",blues
29,"[-2.33728973e+02  1.01190277e+02  1.76479511e+01  2.37341747e+01
  2.08254409e+00  2.59363995e+01 -1.69563885e+01  1.50849552e+01
 -2.22739563e+01  4.38161230e+00 -2.32016582e+01 -6.05058002e+00
 -5.06792831e+00  1.05927062e+00 -5.78686571e+00 -8.31306458e+00
 -1.13821497e+01 -6.72438192e+00 -1.00169525e+01 -1.40288029e+01
 -1.39490557e+01 -1.22871513e+01 -1.56337280e+01 -1.72456760e+01
 -7.63437748e+00 -1.12122459e+01 -7.33769655e+00 -1.27098255e+01
 -6.60171032e+00 -7.42331886e+00 -6.49798203e+00 -3.38829112e+00
 -1.70512915e+00 -6.94123173e+00 -3.58223581e+00 -3.74426603e+00
 -6.60731602e+00 -3.59467596e-01 -1.01425445e+00 -4.34485817e+00
  5.28948696e-02  1.24684155e-01  1.64888483e+03  1.29199219e+02]",blues
30,"[-2.06932327e+02  1.17804138e+02  2.32413654e+01  2.83089924e+01
 -1.12601304e+00  1.88673935e+01 -2.19730225e+01  1.78440666e+01
 -2.55953484e+01  2.13952303e+00 -1.77824764e+01 -8.01102829e+00
 -1.76104412e+01 -8.11941147e+00 -8.62965584e+00 -1.55309649e+01
 -1.53227777e+01 -9.66242409e+00 -1.00919695e+01 -1.78321648e+01
 -6.53224850e+00 -6.57585001e+00 -1.27468519e+01 -1.22013111e+01
 -8.98969650e+00 -1.24022331e+01 -5.77562714e+00 -1.15358515e+01
 -6.61113787e+00 -7.09199572e+00 -1.19698629e+01 -1.24168043e+01
 -1.09642324e+01 -1.09868526e+01 -8.70270252e+00 -3.16800427e+00
 -3.48037434e+00 -4.72864389e+00 -5.41345596e-01  1.46766341e+00
  3.93661180e-02  1.70002043e-01  1.37902368e+03  1.43554688e+02]",blues
31,"[-2.21873016e+02  1.10855400e+02  1.86360817e+01  3.09229603e+01
  3.29643607e+00  2.25856361e+01 -2.04036903e+01  1.21218328e+01
 -2.63325138e+01 -4.36730099e+00 -2.63955517e+01 -1.30471802e+01
 -1.26676264e+01 -1.82282960e+00 -7.25505209e+00 -6.65747595e+00
 -1.46860256e+01 -1.17123280e+01 -1.10208654e+01 -1.33894796e+01
 -1.56886024e+01 -1.52955761e+01 -1.37463627e+01 -1.61670017e+01
 -5.24536514e+00 -1.13165340e+01 -9.46365261e+00 -1.40434008e+01
 -6.32678509e+00 -2.20485353e+00  1.15236413e+00  3.40692103e-01
 -4.74506569e+00 -4.65801525e+00 -2.21355772e+00 -5.03026962e+00
 -7.11027813e+00 -2.42031908e+00 -5.58939934e+00 -9.18903732e+00
  4.29472248e-02  1.51475668e-01  1.33060627e+03  1.51999081e+02]",blues
